id,name,score1,score2
2022,Student_2022,99,52
2023,Student_2023,67,67
2024,Student_2024,81,82
2025,Student_2025,55,67
2026,Student_2026,87,64
2027,Student_2027,61,100
2028,Student_2028,81,83
2029,Student_2029,81,66
2030,Student_2030,62,55
2031,Student_2031,87,94
2032,Student_2032,51,72
2033,Student_2033,89,64
2034,Student_2034,90,90
2035,Student_2035,51,52
2036,Student_2036,94,58
2037,Student_2037,57,84
2038,Student_2038,58,95
2039,Student_2039,78,72
2040,Student_2040,88,72
2041,Student_2041,80,63
2042,Student_2042,52,93
2043,Student_2043,95,68
2044,Student_2044,56,68
2045,Student_2045,76,59
2046,Student_2046,73,67
2047,Student_2047,75,63
2048,Student_2048,73,91
2049,Student_2049,81,67
2050,Student_2050,95,72
2051,Student_2051,91,72
2052,Student_2052,50,87
2053,Student_2053,59,92
2054,Student_2054,65,75
2055,Student_2055,80,56
2056,Student_2056,92,95
2057,Student_2057,56,91
2058,Student_2058,77,64
2059,Student_2059,56,95
2060,Student_2060,89,72
2061,Student_2061,97,60
2062,Student_2062,83,94
2063,Student_2063,92,71
2064,Student_2064,89,72
2065,Student_2065,55,78
2066,Student_2066,78,57
2067,Student_2067,55,80
2068,Student_2068,91,52
2069,Student_2069,60,66
2070,Student_2070,61,85
2071,Student_2071,87,80
2072,Student_2072,91,67
2073,Student_2073,100,54
2074,Student_2074,87,81
2075,Student_2075,78,51
2076,Student_2076,93,70
2077,Student_2077,95,58
2078,Student_2078,58,79
2079,Student_2079,93,52
2080,Student_2080,90,100
2081,Student_2081,86,100
2082,Student_2082,91,81
2083,Student_2083,97,81
2084,Student_2084,53,83
2085,Student_2085,79,56
2086,Student_2086,61,65
2087,Student_2087,71,89
2088,Student_2088,60,59
2089,Student_2089,99,75
2090,Student_2090,91,53
2091,Student_2091,58,79
2092,Student_2092,51,87
2093,Student_2093,92,53
2094,Student_2094,82,78
2095,Student_2095,84,71
2096,Student_2096,79,65
2097,Student_2097,50,80
2098,Student_2098,50,65
2099,Student_2099,70,87
2100,Student_2100,66,62
2101,Student_2101,85,72
2102,Student_2102,87,82
2103,Student_2103,86,97
2104,Student_2104,77,63
2105,Student_2105,69,50
2106,Student_2106,79,66
2107,Student_2107,100,54
2108,Student_2108,79,90
2109,Student_2109,79,94
2110,Student_2110,89,66
2111,Student_2111,65,55
2112,Student_2112,99,79
2113,Student_2113,99,51
2114,Student_2114,87,52
2115,Student_2115,99,92
2116,Student_2116,94,92
2117,Student_2117,100,56
2118,Student_2118,63,70
2119,Student_2119,65,69
2120,Student_2120,81,59
2121,Student_2121,55,60
2122,Student_2122,54,75
2123,Student_2123,93,54
2124,Student_2124,59,91
2125,Student_2125,60,84
2126,Student_2126,91,55
2127,Student_2127,75,62
2128,Student_2128,84,63
2129,Student_2129,97,67
2130,Student_2130,73,90
2131,Student_2131,66,74
2132,Student_2132,81,75
2133,Student_2133,52,80
2134,Student_2134,84,66
2135,Student_2135,98,72
2136,Student_2136,95,99
2137,Student_2137,71,71
2138,Student_2138,99,62
2139,Student_2139,93,83
2140,Student_2140,54,82
2141,Student_2141,76,92
2142,Student_2142,60,55
2143,Student_2143,86,57
2144,Student_2144,83,65
2145,Student_2145,82,67
2146,Student_2146,75,77
2147,Student_2147,61,94
2148,Student_2148,94,76
2149,Student_2149,94,68
2150,Student_2150,65,73
2151,Student_2151,81,65
2152,Student_2152,91,95
2153,Student_2153,73,56
2154,Student_2154,61,76
2155,Student_2155,81,81
2156,Student_2156,94,50
2157,Student_2157,59,88
2158,Student_2158,76,71
2159,Student_2159,57,76
2160,Student_2160,83,93
2161,Student_2161,58,85
2162,Student_2162,73,88
2163,Student_2163,57,76
2164,Student_2164,67,61
2165,Student_2165,76,55
2166,Student_2166,53,76
2167,Student_2167,85,77
2168,Student_2168,94,69
2169,Student_2169,52,82
2170,Student_2170,65,95
2171,Student_2171,62,75
2172,Student_2172,78,94
2173,Student_2173,60,59
2174,Student_2174,68,95
2175,Student_2175,52,69
2176,Student_2176,99,56
2177,Student_2177,68,63
2178,Student_2178,83,52
2179,Student_2179,94,81
2180,Student_2180,60,79
2181,Student_2181,98,65
2182,Student_2182,73,71
2183,Student_2183,77,57
2184,Student_2184,67,89
2185,Student_2185,74,76
2186,Student_2186,89,77
2187,Student_2187,58,96
2188,Student_2188,87,76
2189,Student_2189,67,75
2190,Student_2190,67,69
2191,Student_2191,93,64
2192,Student_2192,80,61
2193,Student_2193,87,75
2194,Student_2194,77,60
2195,Student_2195,79,56
2196,Student_2196,93,73
2197,Student_2197,98,59
2198,Student_2198,54,72
2199,Student_2199,74,80
2200,Student_2200,81,75
2201,Student_2201,76,92
2202,Student_2202,88,61
2203,Student_2203,88,60
2204,Student_2204,67,51
2205,Student_2205,81,89
2206,Student_2206,58,55
2207,Student_2207,84,75
2208,Student_2208,89,68
2209,Student_2209,58,87
2210,Student_2210,79,65
2211,Student_2211,57,95
2212,Student_2212,91,65
2213,Student_2213,92,85
2214,Student_2214,100,57
2215,Student_2215,96,93
2216,Student_2216,97,79
2217,Student_2217,85,98
2218,Student_2218,96,61
2219,Student_2219,68,62
2220,Student_2220,77,81
2221,Student_2221,51,86
2222,Student_2222,62,73
2223,Student_2223,77,80
2224,Student_2224,62,62
2225,Student_2225,63,72
2226,Student_2226,83,99
2227,Student_2227,70,84
2228,Student_2228,55,75
2229,Student_2229,79,58
2230,Student_2230,90,77
2231,Student_2231,61,83
2232,Student_2232,53,94
2233,Student_2233,75,56
2234,Student_2234,78,60
2235,Student_2235,57,62
2236,Student_2236,54,91
2237,Student_2237,58,96
2238,Student_2238,55,83
2239,Student_2239,83,89
2240,Student_2240,82,99
2241,Student_2241,93,95
2242,Student_2242,74,51
2243,Student_2243,53,65
2244,Student_2244,62,79
2245,Student_2245,90,62
2246,Student_2246,53,59
2247,Student_2247,55,76
2248,Student_2248,76,95
2249,Student_2249,99,95
2250,Student_2250,69,62
2251,Student_2251,87,92
2252,Student_2252,100,99
2253,Student_2253,61,60
2254,Student_2254,62,94
2255,Student_2255,80,95
2256,Student_2256,81,63
2257,Student_2257,82,72
2258,Student_2258,57,75
2259,Student_2259,71,78
2260,Student_2260,68,64
2261,Student_2261,66,82
2262,Student_2262,77,90
2263,Student_2263,63,54
2264,Student_2264,91,76
2265,Student_2265,61,100
2266,Student_2266,52,80
2267,Student_2267,97,66
2268,Student_2268,75,52
2269,Student_2269,54,98
2270,Student_2270,61,61
2271,Student_2271,75,63
2272,Student_2272,70,99
2273,Student_2273,64,94
2274,Student_2274,85,90
2275,Student_2275,70,64
2276,Student_2276,81,78
2277,Student_2277,76,73
2278,Student_2278,59,77
2279,Student_2279,57,62
2280,Student_2280,100,51
2281,Student_2281,68,68
2282,Student_2282,57,96
2283,Student_2283,75,94
2284,Student_2284,92,80
2285,Student_2285,97,82
2286,Student_2286,58,94
2287,Student_2287,98,87
2288,Student_2288,69,78
2289,Student_2289,98,94
2290,Student_2290,56,84
2291,Student_2291,77,87
2292,Student_2292,98,54
2293,Student_2293,80,76
2294,Student_2294,55,54
2295,Student_2295,90,50
2296,Student_2296,89,93
2297,Student_2297,58,72
2298,Student_2298,84,73
2299,Student_2299,51,72
2300,Student_2300,54,64
2301,Student_2301,60,53
2302,Student_2302,51,64
2303,Student_2303,80,60
2304,Student_2304,67,86
2305,Student_2305,51,96
2306,Student_2306,86,85
2307,Student_2307,76,89
2308,Student_2308,88,70
2309,Student_2309,88,75
2310,Student_2310,50,83
2311,Student_2311,80,58
2312,Student_2312,52,70
2313,Student_2313,85,92
2314,Student_2314,78,62
2315,Student_2315,54,71
2316,Student_2316,64,74
2317,Student_2317,72,57
2318,Student_2318,75,95
2319,Student_2319,52,85
2320,Student_2320,75,73
2321,Student_2321,77,96
2322,Student_2322,78,70
2323,Student_2323,84,70
2324,Student_2324,100,80
2325,Student_2325,78,81
2326,Student_2326,92,79
2327,Student_2327,92,72
2328,Student_2328,50,98
2329,Student_2329,61,87
2330,Student_2330,95,59
2331,Student_2331,81,81
2332,Student_2332,89,81
2333,Student_2333,91,97
2334,Student_2334,98,62
2335,Student_2335,92,78
2336,Student_2336,82,70
2337,Student_2337,94,85
2338,Student_2338,89,92
2339,Student_2339,80,85
2340,Student_2340,80,67
2341,Student_2341,85,66
2342,Student_2342,76,71
2343,Student_2343,96,79
2344,Student_2344,79,67
2345,Student_2345,92,51
2346,Student_2346,98,53
2347,Student_2347,67,95
2348,Student_2348,56,80
2349,Student_2349,52,73
2350,Student_2350,66,86
2351,Student_2351,52,62
2352,Student_2352,85,71
2353,Student_2353,87,85
2354,Student_2354,56,95
2355,Student_2355,62,55
2356,Student_2356,80,86
2357,Student_2357,63,50
2358,Student_2358,57,51
2359,Student_2359,55,61
2360,Student_2360,58,72
2361,Student_2361,72,65
2362,Student_2362,67,79
2363,Student_2363,56,56
2364,Student_2364,77,58
2365,Student_2365,98,82
2366,Student_2366,61,95
2367,Student_2367,99,93
2368,Student_2368,55,72
2369,Student_2369,78,74
2370,Student_2370,58,50
2371,Student_2371,63,60
2372,Student_2372,56,73
2373,Student_2373,87,93
2374,Student_2374,50,84
2375,Student_2375,69,92
2376,Student_2376,64,87
2377,Student_2377,96,79
2378,Student_2378,73,68
2379,Student_2379,91,50
2380,Student_2380,81,62
2381,Student_2381,92,58
2382,Student_2382,98,98
2383,Student_2383,77,61
2384,Student_2384,76,82
2385,Student_2385,86,80
2386,Student_2386,65,77
2387,Student_2387,70,98
2388,Student_2388,81,70
2389,Student_2389,80,100
2390,Student_2390,71,78
2391,Student_2391,100,71
2392,Student_2392,100,90
2393,Student_2393,70,92
2394,Student_2394,74,92
2395,Student_2395,92,61
2396,Student_2396,77,98
2397,Student_2397,72,76
2398,Student_2398,65,82
2399,Student_2399,96,60
2400,Student_2400,51,94
2401,Student_2401,99,97
2402,Student_2402,98,69
2403,Student_2403,72,78
2404,Student_2404,83,68
2405,Student_2405,95,91
2406,Student_2406,61,77
2407,Student_2407,55,100
2408,Student_2408,51,57
2409,Student_2409,63,98
2410,Student_2410,95,65
2411,Student_2411,66,80
2412,Student_2412,58,57
2413,Student_2413,92,90
2414,Student_2414,63,92
2415,Student_2415,50,66
2416,Student_2416,85,65
2417,Student_2417,89,77
2418,Student_2418,52,88
2419,Student_2419,93,59
2420,Student_2420,56,51
2421,Student_2421,68,90
2422,Student_2422,71,52
2423,Student_2423,68,76
2424,Student_2424,78,57
2425,Student_2425,78,88
2426,Student_2426,76,78
2427,Student_2427,59,94
2428,Student_2428,53,82
2429,Student_2429,76,52
2430,Student_2430,95,86
2431,Student_2431,63,73
2432,Student_2432,78,95
2433,Student_2433,79,61
2434,Student_2434,74,52
2435,Student_2435,85,97
2436,Student_2436,85,50
2437,Student_2437,95,50
2438,Student_2438,76,86
2439,Student_2439,89,83
2440,Student_2440,70,84
2441,Student_2441,50,79
2442,Student_2442,72,71
2443,Student_2443,89,53
2444,Student_2444,74,95
2445,Student_2445,80,70
2446,Student_2446,67,70
2447,Student_2447,55,77
2448,Student_2448,94,54
2449,Student_2449,86,58
2450,Student_2450,85,78
2451,Student_2451,82,76
2452,Student_2452,74,85
2453,Student_2453,64,83
2454,Student_2454,95,53
2455,Student_2455,81,68
2456,Student_2456,61,92
2457,Student_2457,93,78
2458,Student_2458,93,97
2459,Student_2459,55,80
2460,Student_2460,99,60
2461,Student_2461,59,84
2462,Student_2462,93,77
2463,Student_2463,69,81
2464,Student_2464,76,50
2465,Student_2465,80,100
2466,Student_2466,68,64
2467,Student_2467,60,76
2468,Student_2468,71,85
2469,Student_2469,69,84
2470,Student_2470,97,98
2471,Student_2471,92,86
2472,Student_2472,60,99
2473,Student_2473,67,83
2474,Student_2474,99,91
2475,Student_2475,71,61
2476,Student_2476,95,93
2477,Student_2477,53,76
2478,Student_2478,74,69
2479,Student_2479,51,65
2480,Student_2480,88,56
2481,Student_2481,92,100
2482,Student_2482,81,53
2483,Student_2483,83,82
2484,Student_2484,54,73
2485,Student_2485,77,81
2486,Student_2486,87,88
2487,Student_2487,90,67
2488,Student_2488,82,75
2489,Student_2489,73,97
2490,Student_2490,82,94
2491,Student_2491,98,61
2492,Student_2492,80,88
2493,Student_2493,96,86
2494,Student_2494,68,54
2495,Student_2495,83,82
2496,Student_2496,81,75
2497,Student_2497,73,69
2498,Student_2498,86,74
2499,Student_2499,90,86
2500,Student_2500,50,82
2501,Student_2501,95,73
2502,Student_2502,97,73
2503,Student_2503,61,94
2504,Student_2504,98,64
2505,Student_2505,61,94
2506,Student_2506,74,98
2507,Student_2507,76,72
2508,Student_2508,89,67
2509,Student_2509,77,60
2510,Student_2510,98,73
2511,Student_2511,85,54
2512,Student_2512,65,66
2513,Student_2513,68,92
2514,Student_2514,51,75
2515,Student_2515,82,73
2516,Student_2516,63,74
2517,Student_2517,66,65
2518,Student_2518,89,82
2519,Student_2519,93,80
2520,Student_2520,66,87
2521,Student_2521,73,51
2522,Student_2522,57,92
2523,Student_2523,75,99
2524,Student_2524,74,76
2525,Student_2525,50,96
2526,Student_2526,72,77
2527,Student_2527,71,85
2528,Student_2528,52,53
2529,Student_2529,52,57
2530,Student_2530,81,78
2531,Student_2531,77,70
2532,Student_2532,50,82
2533,Student_2533,93,56
2534,Student_2534,96,73
2535,Student_2535,53,97
2536,Student_2536,53,82
2537,Student_2537,96,75
2538,Student_2538,88,53
2539,Student_2539,56,72
2540,Student_2540,61,70
2541,Student_2541,79,76
2542,Student_2542,54,61
2543,Student_2543,62,72
2544,Student_2544,62,51
2545,Student_2545,93,50
2546,Student_2546,97,84
2547,Student_2547,85,77
2548,Student_2548,85,84
2549,Student_2549,100,98
2550,Student_2550,56,86
2551,Student_2551,52,51
2552,Student_2552,77,53
2553,Student_2553,97,78
2554,Student_2554,85,84
2555,Student_2555,91,87
2556,Student_2556,69,83
2557,Student_2557,53,62
2558,Student_2558,79,76
2559,Student_2559,90,98
2560,Student_2560,88,68
2561,Student_2561,59,67
2562,Student_2562,83,59
2563,Student_2563,50,93
2564,Student_2564,82,92
2565,Student_2565,91,87
2566,Student_2566,82,50
2567,Student_2567,73,57
2568,Student_2568,71,58
2569,Student_2569,60,85
2570,Student_2570,54,50
2571,Student_2571,62,61
2572,Student_2572,73,86
2573,Student_2573,99,65
2574,Student_2574,61,90
2575,Student_2575,71,78
2576,Student_2576,85,51
2577,Student_2577,71,81
2578,Student_2578,70,67
2579,Student_2579,55,83
2580,Student_2580,86,75
2581,Student_2581,85,59
2582,Student_2582,79,78
2583,Student_2583,79,73
2584,Student_2584,65,76
2585,Student_2585,95,60
2586,Student_2586,92,91
2587,Student_2587,73,81
2588,Student_2588,99,79
2589,Student_2589,59,79
2590,Student_2590,74,53
2591,Student_2591,95,79
2592,Student_2592,96,99
2593,Student_2593,55,73
2594,Student_2594,80,71
2595,Student_2595,62,55
2596,Student_2596,76,69
2597,Student_2597,53,78
2598,Student_2598,89,83
2599,Student_2599,53,75
2600,Student_2600,86,59
2601,Student_2601,70,82
2602,Student_2602,56,76
2603,Student_2603,60,90
2604,Student_2604,90,62
2605,Student_2605,98,77
2606,Student_2606,70,100
2607,Student_2607,94,56
2608,Student_2608,95,99
2609,Student_2609,80,51
2610,Student_2610,75,83
2611,Student_2611,77,98
2612,Student_2612,75,94
2613,Student_2613,59,80
2614,Student_2614,67,84
2615,Student_2615,91,75
2616,Student_2616,57,77
2617,Student_2617,88,54
2618,Student_2618,67,73
2619,Student_2619,61,59
2620,Student_2620,98,89
2621,Student_2621,56,68
2622,Student_2622,55,85
2623,Student_2623,97,81
2624,Student_2624,87,95
2625,Student_2625,98,85
2626,Student_2626,93,94
2627,Student_2627,85,80
2628,Student_2628,53,55
2629,Student_2629,63,95
2630,Student_2630,78,99
2631,Student_2631,78,94
2632,Student_2632,55,96
2633,Student_2633,72,74
2634,Student_2634,79,90
2635,Student_2635,62,83
2636,Student_2636,83,83
2637,Student_2637,55,99
2638,Student_2638,89,71
2639,Student_2639,84,58
2640,Student_2640,80,73
2641,Student_2641,78,73
2642,Student_2642,85,96
2643,Student_2643,67,60
2644,Student_2644,81,68
2645,Student_2645,67,90
2646,Student_2646,77,92
2647,Student_2647,79,89
2648,Student_2648,55,58
2649,Student_2649,97,93
2650,Student_2650,79,81
2651,Student_2651,85,89
2652,Student_2652,95,50
2653,Student_2653,90,64
2654,Student_2654,84,69
2655,Student_2655,65,74
2656,Student_2656,80,71
2657,Student_2657,79,93
2658,Student_2658,80,97
2659,Student_2659,75,59
2660,Student_2660,81,88
2661,Student_2661,97,57
2662,Student_2662,73,66
2663,Student_2663,94,77
2664,Student_2664,76,85
2665,Student_2665,57,69
2666,Student_2666,69,73
2667,Student_2667,93,85
2668,Student_2668,89,78
2669,Student_2669,55,52
2670,Student_2670,92,70
2671,Student_2671,84,61
2672,Student_2672,90,77
2673,Student_2673,73,75
2674,Student_2674,79,60
2675,Student_2675,67,88
2676,Student_2676,74,61
2677,Student_2677,83,82
2678,Student_2678,98,74
2679,Student_2679,97,85
2680,Student_2680,78,74
2681,Student_2681,81,66
2682,Student_2682,63,72
2683,Student_2683,61,99
2684,Student_2684,100,51
2685,Student_2685,99,85
2686,Student_2686,86,78
2687,Student_2687,96,98
2688,Student_2688,73,81
2689,Student_2689,85,94
2690,Student_2690,84,66
2691,Student_2691,54,50
2692,Student_2692,79,87
2693,Student_2693,84,57
2694,Student_2694,56,70
2695,Student_2695,76,77
2696,Student_2696,78,79
2697,Student_2697,52,78
2698,Student_2698,84,79
2699,Student_2699,66,66
2700,Student_2700,85,82
2701,Student_2701,85,53
2702,Student_2702,60,78
2703,Student_2703,78,55
2704,Student_2704,50,89
2705,Student_2705,73,74
2706,Student_2706,60,100
2707,Student_2707,85,97
2708,Student_2708,53,75
2709,Student_2709,72,58
2710,Student_2710,94,65
2711,Student_2711,54,76
2712,Student_2712,96,94
2713,Student_2713,84,50
2714,Student_2714,62,95
2715,Student_2715,58,51
2716,Student_2716,82,93
2717,Student_2717,81,77
2718,Student_2718,76,63
2719,Student_2719,63,80
2720,Student_2720,52,95
2721,Student_2721,52,77
2722,Student_2722,58,92
2723,Student_2723,65,79
2724,Student_2724,65,73
2725,Student_2725,63,89
2726,Student_2726,75,82
2727,Student_2727,66,70
2728,Student_2728,66,92
2729,Student_2729,79,51
2730,Student_2730,75,86
2731,Student_2731,67,95
2732,Student_2732,75,97
2733,Student_2733,58,58
2734,Student_2734,77,55
2735,Student_2735,88,91
2736,Student_2736,70,82
2737,Student_2737,66,91
2738,Student_2738,62,81
2739,Student_2739,70,93
2740,Student_2740,57,78
2741,Student_2741,61,87
2742,Student_2742,68,59
2743,Student_2743,75,52
2744,Student_2744,78,89
2745,Student_2745,63,63
2746,Student_2746,69,91
2747,Student_2747,58,69
2748,Student_2748,76,70
2749,Student_2749,76,79
2750,Student_2750,57,97
2751,Student_2751,84,59
2752,Student_2752,83,80
2753,Student_2753,96,83
2754,Student_2754,62,72
2755,Student_2755,81,58
2756,Student_2756,52,88
2757,Student_2757,68,55
2758,Student_2758,80,98
2759,Student_2759,76,74
2760,Student_2760,91,97
2761,Student_2761,67,80
2762,Student_2762,74,78
2763,Student_2763,75,56
2764,Student_2764,65,90
2765,Student_2765,73,77
2766,Student_2766,95,82
2767,Student_2767,100,90
2768,Student_2768,98,54
2769,Student_2769,83,74
2770,Student_2770,51,100
2771,Student_2771,63,96
2772,Student_2772,97,99
2773,Student_2773,54,51
2774,Student_2774,68,85
2775,Student_2775,73,81
2776,Student_2776,75,51
2777,Student_2777,80,79
2778,Student_2778,63,84
2779,Student_2779,83,84
2780,Student_2780,76,83
2781,Student_2781,74,51
2782,Student_2782,98,74
2783,Student_2783,55,82
2784,Student_2784,62,95
2785,Student_2785,75,89
2786,Student_2786,51,99
2787,Student_2787,92,58
2788,Student_2788,70,66
2789,Student_2789,91,71
2790,Student_2790,93,73
2791,Student_2791,52,69
2792,Student_2792,92,54
2793,Student_2793,76,56
2794,Student_2794,90,71
2795,Student_2795,83,91
2796,Student_2796,81,72
2797,Student_2797,51,99
2798,Student_2798,95,92
2799,Student_2799,65,74
2800,Student_2800,94,72
2801,Student_2801,94,100
2802,Student_2802,83,94
2803,Student_2803,84,80
2804,Student_2804,98,82
2805,Student_2805,74,56
2806,Student_2806,69,64
2807,Student_2807,94,80
2808,Student_2808,83,86
2809,Student_2809,84,72
2810,Student_2810,72,77
2811,Student_2811,61,97
2812,Student_2812,88,90
2813,Student_2813,54,69
2814,Student_2814,54,92
2815,Student_2815,93,59
2816,Student_2816,57,50
2817,Student_2817,80,55
2818,Student_2818,93,57
2819,Student_2819,81,94
2820,Student_2820,51,52
2821,Student_2821,81,74
2822,Student_2822,63,71
2823,Student_2823,56,52
2824,Student_2824,100,86
2825,Student_2825,67,66
2826,Student_2826,95,64
2827,Student_2827,91,75
2828,Student_2828,57,71
2829,Student_2829,86,70
2830,Student_2830,52,63
2831,Student_2831,76,91
2832,Student_2832,96,56
2833,Student_2833,78,86
2834,Student_2834,90,92
2835,Student_2835,87,62
2836,Student_2836,54,89
2837,Student_2837,61,64
2838,Student_2838,50,51
2839,Student_2839,90,97
2840,Student_2840,58,95
2841,Student_2841,59,96
2842,Student_2842,90,64
2843,Student_2843,69,58
2844,Student_2844,93,56
2845,Student_2845,61,75
2846,Student_2846,65,70
2847,Student_2847,70,88
2848,Student_2848,65,75
2849,Student_2849,53,78
2850,Student_2850,94,57
2851,Student_2851,59,52
2852,Student_2852,86,75
2853,Student_2853,70,62
2854,Student_2854,76,95
2855,Student_2855,96,71
2856,Student_2856,88,55
2857,Student_2857,94,70
2858,Student_2858,56,94
2859,Student_2859,80,78
2860,Student_2860,92,59
2861,Student_2861,97,94
2862,Student_2862,72,62
2863,Student_2863,79,77
2864,Student_2864,53,60
2865,Student_2865,51,50
2866,Student_2866,63,93
2867,Student_2867,75,73
2868,Student_2868,55,64
2869,Student_2869,54,64
2870,Student_2870,95,81
2871,Student_2871,87,75
2872,Student_2872,89,98
2873,Student_2873,55,78
2874,Student_2874,98,82
2875,Student_2875,60,80
2876,Student_2876,53,90
2877,Student_2877,87,99
2878,Student_2878,61,54
2879,Student_2879,93,69
2880,Student_2880,80,75
2881,Student_2881,71,80
2882,Student_2882,79,69
2883,Student_2883,50,74
2884,Student_2884,65,96
2885,Student_2885,50,75
2886,Student_2886,81,83
2887,Student_2887,88,52
2888,Student_2888,89,74
2889,Student_2889,64,74
2890,Student_2890,65,53
2891,Student_2891,63,78
2892,Student_2892,61,71
2893,Student_2893,99,86
2894,Student_2894,96,50
2895,Student_2895,67,81
2896,Student_2896,69,51
2897,Student_2897,97,60
2898,Student_2898,76,74
2899,Student_2899,100,58
2900,Student_2900,91,98
2901,Student_2901,54,70
2902,Student_2902,67,94
2903,Student_2903,55,79
2904,Student_2904,65,73
2905,Student_2905,95,55
2906,Student_2906,51,80
2907,Student_2907,85,55
2908,Student_2908,71,72
2909,Student_2909,84,92
2910,Student_2910,76,90
2911,Student_2911,86,63
2912,Student_2912,59,63
2913,Student_2913,52,74
2914,Student_2914,96,54
2915,Student_2915,85,58
2916,Student_2916,64,56
2917,Student_2917,88,86
2918,Student_2918,97,76
2919,Student_2919,63,98
2920,Student_2920,77,54
2921,Student_2921,99,93
2922,Student_2922,70,64
2923,Student_2923,75,70
2924,Student_2924,55,78
2925,Student_2925,67,76
2926,Student_2926,51,80
2927,Student_2927,87,84
2928,Student_2928,94,66
2929,Student_2929,83,97
2930,Student_2930,69,75
2931,Student_2931,66,54
2932,Student_2932,52,100
2933,Student_2933,76,84
2934,Student_2934,66,74
2935,Student_2935,53,81
2936,Student_2936,66,100
2937,Student_2937,62,96
2938,Student_2938,96,61
2939,Student_2939,91,69
2940,Student_2940,81,65
2941,Student_2941,51,84
2942,Student_2942,78,83
2943,Student_2943,79,63
2944,Student_2944,59,86
2945,Student_2945,91,51
2946,Student_2946,66,87
2947,Student_2947,64,85
2948,Student_2948,56,63
2949,Student_2949,53,98
2950,Student_2950,99,58
2951,Student_2951,83,67
2952,Student_2952,81,85
2953,Student_2953,66,92
2954,Student_2954,61,95
2955,Student_2955,83,99
2956,Student_2956,92,71
2957,Student_2957,50,75
2958,Student_2958,79,57
2959,Student_2959,75,78
2960,Student_2960,96,86
2961,Student_2961,74,77
2962,Student_2962,59,97
2963,Student_2963,65,52
2964,Student_2964,90,66
2965,Student_2965,62,98
2966,Student_2966,81,84
2967,Student_2967,76,99
2968,Student_2968,73,86
2969,Student_2969,66,78
2970,Student_2970,52,59
2971,Student_2971,55,54
2972,Student_2972,72,54
2973,Student_2973,56,93
2974,Student_2974,81,58
2975,Student_2975,86,74
2976,Student_2976,55,90
2977,Student_2977,55,71
2978,Student_2978,100,88
2979,Student_2979,53,96
2980,Student_2980,64,56
2981,Student_2981,97,69
2982,Student_2982,83,100
2983,Student_2983,91,95
2984,Student_2984,93,82
2985,Student_2985,68,52
2986,Student_2986,60,100
2987,Student_2987,77,66
2988,Student_2988,98,77
2989,Student_2989,84,83
2990,Student_2990,92,76
2991,Student_2991,94,66
2992,Student_2992,72,61
2993,Student_2993,68,97
2994,Student_2994,83,79
2995,Student_2995,57,51
2996,Student_2996,71,91
2997,Student_2997,65,52
2998,Student_2998,79,77
2999,Student_2999,81,64
3000,Student_3000,86,95
3001,Student_3001,63,100
3002,Student_3002,94,75
3003,Student_3003,89,80
3004,Student_3004,94,84
3005,Student_3005,72,99
3006,Student_3006,72,62
3007,Student_3007,71,76
3008,Student_3008,58,71
3009,Student_3009,78,72
3010,Student_3010,55,87
3011,Student_3011,74,52
3012,Student_3012,70,93
3013,Student_3013,98,60
3014,Student_3014,88,85
3015,Student_3015,93,87
3016,Student_3016,58,62
3017,Student_3017,96,81
3018,Student_3018,94,62
3019,Student_3019,95,96
3020,Student_3020,55,86
3021,Student_3021,99,53
3022,Student_3022,93,90
3023,Student_3023,76,60
3024,Student_3024,77,85
3025,Student_3025,60,85
3026,Student_3026,58,84
3027,Student_3027,65,61
3028,Student_3028,77,59
3029,Student_3029,73,97
3030,Student_3030,98,63
3031,Student_3031,64,90
3032,Student_3032,100,93
3033,Student_3033,100,62
3034,Student_3034,85,64
3035,Student_3035,87,52
3036,Student_3036,85,55
3037,Student_3037,84,91
3038,Student_3038,93,53
3039,Student_3039,91,80
3040,Student_3040,89,81
3041,Student_3041,86,77
3042,Student_3042,91,77
3043,Student_3043,91,88
3044,Student_3044,80,58
3045,Student_3045,56,77
3046,Student_3046,99,84
3047,Student_3047,81,91
3048,Student_3048,96,98
3049,Student_3049,77,51
3050,Student_3050,55,70
3051,Student_3051,61,72
3052,Student_3052,56,65
3053,Student_3053,100,60
3054,Student_3054,93,61
3055,Student_3055,55,65
3056,Student_3056,77,93
3057,Student_3057,60,90
3058,Student_3058,61,66
3059,Student_3059,54,56
3060,Student_3060,85,54
3061,Student_3061,85,71
3062,Student_3062,81,81
3063,Student_3063,52,96
3064,Student_3064,68,66
3065,Student_3065,99,50
3066,Student_3066,92,68
3067,Student_3067,56,80
3068,Student_3068,76,56
3069,Student_3069,74,96
3070,Student_3070,78,74
3071,Student_3071,83,82
3072,Student_3072,67,99
3073,Student_3073,65,61
3074,Student_3074,92,85
3075,Student_3075,75,61
3076,Student_3076,58,56
3077,Student_3077,80,56
3078,Student_3078,55,54
3079,Student_3079,90,99
3080,Student_3080,68,87
3081,Student_3081,62,57
3082,Student_3082,98,50
3083,Student_3083,79,79
3084,Student_3084,67,50
3085,Student_3085,87,74
3086,Student_3086,89,65
3087,Student_3087,61,72
3088,Student_3088,90,73
3089,Student_3089,87,55
3090,Student_3090,96,94
3091,Student_3091,52,91
3092,Student_3092,95,64
3093,Student_3093,72,54
3094,Student_3094,53,79
3095,Student_3095,56,72
3096,Student_3096,90,73
3097,Student_3097,100,73
